Date,Opponent,Result,Game Time,Attendance,Year,Team_Code
9/22/18,@ Wake Forest,W 56-27,3:23,"31,092",2018,513
9/29/18,Stanford,W 38-17,3:21,"77,622",2018,513
10/6/18,@ Virginia Tech,W 45-23,3:18,"65,632",2018,513
10/13/18,Pittsburgh,W 19-14,3:05,"77,622",2018,513
10/27/18,#NAME?,W 44-22,3:13,"63,626",2018,513
11/3/18,@ 21 Northwestern,W 31-21,3:10,"47,330",2018,513
11/10/18,Florida St.,W 42-13,3:22,"77,622",2018,513
11/17/18,+ 15 Syracuse,W 36-3,3:11,"48,104",2018,513
11/24/18,@ Southern California,W 24-17,3:17,"59,821",2018,513
12/29/18,+ 1 Clemson,L 3-30,3:31,"72,183",2018,513
9/1/18,James Madison,W 24-13,3:10,"56,073",2018,490
9/8/18,Georgia St.,W 41-7,3:07,"56,017",2018,490
9/22/18,@ Marshall,W 37-20,3:24,"32,349",2018,490
9/29/18,Virginia,W 35-21,3:15,"57,600",2018,490
10/6/18,Boston College,W 28-23,3:02,"57,241",2018,490
10/20/18,@ 1 Clemson,L 7-41,3:32,"81,295",2018,490
10/27/18,@ 15 Syracuse,L 41-51,3:47,"40,769",2018,490
11/3/18,Florida St.,W 47-28,3:33,"57,600",2018,490
11/8/18,Wake Forest,L 23-27,3:29,"56,228",2018,490
11/17/18,@ Louisville,W 52-10,3:16,"48,265",2018,490
11/24/18,@ North Carolina,W 34-28,3:40,"41,510",2018,490
12/1/18,East Caro.,W 58-3,3:20,"57,223",2018,490
12/31/18,+ 16 Texas A&M,L 13-52,3:30,"38,206",2018,490
9/1/18,Middle Tenn. St.,W 35-7,3:09,"25,348",2018,736
9/8/18,Nevada,W 41-10,3:19,"25,676",2018,736
9/15/18,@ 5 Notre Dame,L 17-22,3:20,"77,622",2018,736
9/22/18,South Carolina,L 14-37,4:01,"26,078",2018,736
9/29/18,Tennessee St.,W 31-27,3:14,"27,340",2018,736
10/6/18,@ 7 Georgia,L 13-41,3:34,"92,746",2018,736
10/13/18,7 Florida,L 27-37,3:35,"31,118",2018,736
10/20/18,@ 12 Kentucky,L 7-14,2:52,"54,269",2018,736
10/27/18,@ Arkansas,W 45-31,3:21,"56,251",2018,736
11/10/18,@ Missouri,L 28-33,3:12,"48,342",2018,736
11/17/18,Mississippi,W 36-29,4:01,"24,866",2018,736
11/24/18,Tennessee,W 38-13,3:10,"35,887",2018,736
12/27/18,#NAME?,L 38-45,3:47,"51,104",2018,736
8/30/18,@ Tulane,W 23-17,3:40,"15,478",2018,749
9/8/18,Towson,W 51-20,3:13,"23,619",2018,749
9/13/18,Boston College,L 34-41,3:25,"25,309",2018,749
9/22/18,5 Notre Dame,L 27-56,3:23,"31,092",2018,749
9/29/18,Rice,W 56-24,3:01,"24,519",2018,749
10/6/18,1 Clemson,L 3-63,3:20,"31,608",2018,749
10/20/18,@ Florida St.,L 17-38,3:34,"67,274",2018,749
10/27/18,@ Louisville,W 56-35,3:08,"49,603",2018,749
11/3/18,15 Syracuse,L 24-41,3:30,"26,136",2018,749
11/8/18,@ North Carolina St.,W 27-23,3:29,"56,228",2018,749
11/17/18,Pittsburgh,L 13-34,3:01,"25,609",2018,749
11/24/18,@ Duke,W 59-7,3:01,"20,782",2018,749
12/22/18,#NAME?,W 37-34,3:35,"25,717",2018,749
9/1/18,#NAME?,W 40-14,4:00,"66,793",2018,768
9/8/18,Youngstown St.,W 52-17,3:24,"58,446",2018,768
9/22/18,Kansas St.,W 35-6,3:16,"59,245",2018,768
9/29/18,@ Texas Tech,W 42-34,3:50,"55,283",2018,768
10/6/18,Kansas,W 38-22,3:12,"57,419",2018,768
10/13/18,@ Iowa St.,L 14-30,3:19,"56,629",2018,768
10/25/18,Baylor,W 58-14,3:16,"53,117",2018,768
11/3/18,@ 9 Texas,W 42-41,3:49,"100,703",2018,768
11/10/18,TCU,W 47-10,3:09,"60,007",2018,768
11/17/18,@ Oklahoma St.,L 41-45,2:55,"52,842",2018,768
11/23/18,4 Oklahoma,L 56-59,3:49,"60,713",2018,768
12/28/18,+ 15 Syracuse,L 18-34,3:33,"41,125",2018,768
9/1/18,@ Miami (Ohio),W 35-28,3:32,"15,827",2018,388
9/8/18,Eastern Ky.,W 32-16,3:14,"24,304",2018,388
9/22/18,North Carolina St.,L 20-37,3:24,"32,349",2018,388
9/29/18,@ Western Ky.,W 20-17,3:24,"20,811",2018,388
10/5/18,Middle Tenn. St.,L 24-34,3:32,"25,979",2018,388
10/13/18,@ Old Dominion,W 42-20,3:15,"20,118",2018,388
10/20/18,Fla. Atlantic,W 31-7,3:09,"23,825",2018,388
11/3/18,@ Southern Miss.,L 24-26,3:12,"20,375",2018,388
11/10/18,Charlotte,W 30-13,2:52,"19,418",2018,388
11/17/18,UTSA,W 23-0,2:59,"18,502",2018,388
11/24/18,@ Florida Int'l,W 28-25,3:00,"14,862",2018,388
12/1/18,@ Virginia Tech,L 20-41,3:00,"31,336",2018,388
12/20/18,@ South Fla.,W 38-20,3:13,"14,135",2018,388
9/2/18,N.C. A&T,L 23-28,3:41,"38,640",2018,196
9/8/18,North Carolina,W 41-19,3:33,"39,298",2018,196
9/22/18,@ South Fla.,L 13-20,3:00,"34,562",2018,196
9/29/18,Old Dominion,W 37-35,3:26,"35,047",2018,196
10/6/18,@ Temple,L 6-49,3:02,"26,681",2018,196
10/13/18,Houston,L 20-42,3:42,"29,851",2018,196
10/20/18,11 UCF,L 10-37,3:19,"31,159",2018,196
11/3/18,Memphis,L 41-59,4:40,"29,127",2018,196
11/10/18,@ Tulane,L 18-24,3:54,"20,860",2018,196
11/17/18,Connecticut,W 55-21,3:12,"27,234",2018,196
11/23/18,@ 24 Cincinnati,L 6-56,3:12,"21,230",2018,196
12/1/18,@ North Carolina St.,L 3-58,3:20,"57,223",2018,196
9/1/18,Richmond,W 42-13,2:59,"40,524",2018,746
9/8/18,@ Indiana,L 16-20,3:04,"35,492",2018,746
9/15/18,Ohio,W 45-31,3:22,"5,438",2018,746
9/22/18,Louisville,W 27-3,2:45,"34,446",2018,746
9/29/18,@ North Carolina St.,L 21-35,3:15,"57,600",2018,746
10/13/18,Miami (Fla.),W 16-13,3:14,"42,393",2018,746
10/20/18,@ Duke,W 28-14,3:16,"20,277",2018,746
10/27/18,North Carolina,W 31-21,3:05,"43,128",2018,746
11/2/18,Pittsburgh,L 13-23,3:15,"36,256",2018,746
11/10/18,Liberty,W 45-24,2:51,"41,485",2018,746
11/17/18,@ Georgia Tech,L 27-30,3:06,"37,543",2018,746
11/23/18,@ Virginia Tech,L 31-34,3:46,"60,776",2018,746
12/29/18,#NAME?,W 28-0,3:16,"48,263",2018,746
9/1/18,@ Hawaii,L 41-59,3:20,"29,702",2018,726
9/8/18,Memphis,W 22-21,3:09,"31,762",2018,726
9/15/18,Lehigh,W 51-21,3:22,"30,011",2018,726
9/22/18,@ Southern Methodist,L 30-31,3:23,"17,531",2018,726
10/6/18,@ Air Force,L 7-35,3:02,"40,175",2018,726
10/13/18,Temple,L 17-24,3:09,"30,106",2018,726
10/20/18,Houston,L 36-49,3:20,"33,924",2018,726
10/27/18,+ 5 Notre Dame,L 22-44,3:13,"63,626",2018,726
11/3/18,@ 24 Cincinnati,L 0-42,2:46,"36,318",2018,726
11/10/18,@ 11 UCF,L 24-35,2:55,"44,738",2018,726
11/17/18,Tulsa,W 37-29,3:13,"31,517",2018,726
11/24/18,@ Tulane,L 28-29,2:57,"20,042",2018,726
12/8/18,+ 19 Army,L 10-17,3:15,"66,729",2018,726
9/1/18,Indiana,L 28-38,3:20,"17,082",2018,231
9/8/18,@ Old Dominion,W 28-20,5:01,"19,243",2018,231
9/15/18,Massachusetts,W 63-24,3:05,"14,695",2018,231
9/22/18,@ Miami (Fla.),L 17-31,3:21,"59,814",2018,231
9/29/18,Ark.-Pine Bluff,W 55-9,2:58,"14,937",2018,231
10/13/18,Middle Tenn. St.,W 24-21,3:05,"16,002",2018,231
10/20/18,Rice,W 36-17,2:42,"13,741",2018,231
10/27/18,@ Western Ky.,W 38-17,3:04,"15,138",2018,231
11/3/18,Fla. Atlantic,L 14-49,2:52,"18,478",2018,231
11/10/18,@ UTSA,W 45-7,2:57,"16,874",2018,231
11/17/18,@ Charlotte,W 42-35,3:08,"13,371",2018,231
11/24/18,Marshall,L 25-28,3:00,"14,862",2018,231
12/21/18,#NAME?,W 35-32,3:33,"13,510",2018,231
9/1/18,Elon,W 34-14,3:00,"31,217",2018,651
9/8/18,Georgia Tech,W 49-38,3:24,"34,182",2018,651
9/15/18,#NAME?,W 25-19,3:28,"21,725",2018,651
9/22/18,East Caro.,W 20-13,3:00,"34,562",2018,651
10/6/18,@ Massachusetts,W 58-42,3:40,"7,988",2018,651
10/12/18,@ Tulsa,W 25-24,3:29,"16,142",2018,651
10/20/18,Connecticut,W 38-30,3:18,"42,127",2018,651
10/27/18,@ Houston,L 36-57,3:31,"31,631",2018,651
11/3/18,Tulane,L 15-41,3:17,"31,388",2018,651
11/10/18,@ 24 Cincinnati,L 23-35,3:15,"29,310",2018,651
11/17/18,@ Temple,L 17-27,3:08,"29,029",2018,651
11/23/18,11 UCF,L 10-38,3:17,"57,626",2018,651
12/20/18,Marshall,L 20-38,3:13,"14,135",2018,651
8/31/18,@ Wisconsin,L 3-34,3:20,"74,145",2018,772
9/8/18,Maine,L 28-31,3:36,"15,718",2018,772
9/15/18,@ Louisville,L 17-20,3:36,"54,923",2018,772
9/22/18,@ Ball St.,W 28-20,3:11,"15,873",2018,772
9/29/18,Marshall,L 17-20,3:24,"20,811",2018,772
10/13/18,@ Charlotte,L 14-40,3:08,"11,610",2018,772
10/20/18,Old Dominion,L 34-37,3:31,"13,269",2018,772
10/27/18,Florida Int'l,L 17-38,3:04,"15,138",2018,772
11/2/18,@ Middle Tenn. St.,L 10-29,3:38,"16,617",2018,772
11/10/18,@ Fla. Atlantic,L 15-34,3:05,"14,400",2018,772
11/17/18,UTEP,W 40-16,3:16,"6,221",2018,772
11/24/18,@ Louisiana Tech,W 30-15,3:35,"11,459",2018,772
9/1/18,@ South Carolina,L 15-49,3:08,"75,126",2018,149
9/8/18,UAB,W 47-24,3:16,"10,636",2018,149
9/12/18,@ Campbell,W 58-21,2:44,"2,047",2018,149
9/22/18,@ La.-Lafayette,W 30-28,2:59,"17,125",2018,149
9/29/18,@ Troy,L 21-45,3:02,"23,810",2018,149
10/13/18,La.-Monroe,L 20-45,2:57,"11,506",2018,149
10/20/18,@ Massachusetts,W 24-13,3:07,"11,134",2018,149
10/27/18,@ Georgia St.,W 37-34,3:00,"15,648",2018,149
11/3/18,Appalachian St.,L 7-23,2:58,"13,004",2018,149
11/10/18,Arkansas St.,L 16-44,3:12,"8,141",2018,149
11/17/18,Ga. Southern,L 17-41,2:50,"9,886",2018,149
11/23/18,@ South Ala.,L 28-31,3:16,"10,670",2018,149
9/1/18,@ Rice,W 45-27,3:33,"26,390",2018,288
9/8/18,Arizona,W 45-18,3:34,"32,534",2018,288
9/15/18,@ Texas Tech,L 49-63,3:45,"53,484",2018,288
9/22/18,Texas Southern,W 70-14,3:07,"29,970",2018,288
10/4/18,Tulsa,W 41-26,3:28,"29,823",2018,288
10/13/18,@ East Caro.,W 42-20,3:42,"29,851",2018,288
10/20/18,@ Navy,W 49-36,3:20,"33,924",2018,288
10/27/18,South Fla.,W 57-36,3:31,"31,631",2018,288
11/3/18,@ Southern Methodist,L 31-45,3:15,"23,654",2018,288
11/10/18,Temple,L 49-59,3:51,"30,862",2018,288
11/15/18,Tulane,W 48-17,3:23,"24,209",2018,288
11/23/18,@ Memphis,L 31-52,3:33,"27,790",2018,288
12/22/18,+ 19 Army,L 14-70,3:12,"44,738",2018,288
8/25/18,Prairie View,W 31-28,3:09,"20,050",2018,574
9/1/18,Houston,L 27-45,3:33,"26,390",2018,574
9/8/18,@ Hawaii,L 29-43,3:13,"23,112",2018,574
9/22/18,@ Southern Miss.,L 22-40,2:47,"20,159",2018,574
9/29/18,@ Wake Forest,L 24-56,3:01,"24,519",2018,574
10/6/18,UTSA,L 3-20,3:06,"19,170",2018,574
10/13/18,UAB,L 0-42,3:07,"18,916",2018,574
10/20/18,@ Florida Int'l,L 17-36,2:42,"13,741",2018,574
10/27/18,@ North Texas,L 17-41,3:06,"25,379",2018,574
11/3/18,UTEP,L 26-34,3:09,"18,420",2018,574
11/10/18,@ Louisiana Tech,L 13-28,2:53,"15,283",2018,574
11/17/18,@ 6 LSU,L 10-42,2:53,"100,323",2018,574
11/24/18,Old Dominion,W 27-13,3:03,"18,083",2018,574
9/1/18,23 Boise St.,L 20-56,3:24,"29,612",2018,716
9/8/18,Florida A&M,W 59-7,3:18,"25,767",2018,716
9/15/18,@ Nebraska,W 24-19,3:16,"89,360",2018,716
9/22/18,@ La.-Monroe,W 35-27,3:15,"15,722",2018,716
9/29/18,Coastal Caro.,W 45-21,3:02,"23,810",2018,716
10/4/18,Georgia St.,W 37-20,3:21,"22,903",2018,716
10/13/18,@ Liberty,L 16-22,3:12,"17,389",2018,716
10/23/18,@ South Ala.,W 38-17,3:16,"25,878",2018,716
11/3/18,La.-Lafayette,W 26-16,3:02,"24,631",2018,716
11/10/18,@ Ga. Southern,W 35-21,3:02,"16,289",2018,716
11/17/18,Texas St.,W 12-7,2:53,"20,437",2018,716
11/24/18,@ Appalachian St.,L 10-21,3:30,"20,410",2018,716
12/22/18,#NAME?,W 42-32,3:34,"31,818",2018,716
9/1/18,Idaho,W 79-13,3:10,"31,170",2018,96
9/8/18,@ Minnesota,L 14-21,3:14,"38,280",2018,96
9/15/18,@ UCLA,W 38-14,3:21,"60,867",2018,96
9/29/18,Toledo,W 49-27,3:15,"33,401",2018,96
10/6/18,@ Nevada,W 21-3,3:00,"15,367",2018,96
10/13/18,Wyoming,W 27-3,3:04,"28,501",2018,96
10/20/18,@ New Mexico,W 38-7,3:13,"16,708",2018,96
10/27/18,Hawaii,W 50-20,3:46,"33,659",2018,96
11/3/18,@ UNLV,W 48-3,3:26,"15,276",2018,96
11/9/18,@ 23 Boise St.,L 17-24,3:20,"33,118",2018,96
11/17/18,San Diego St.,W 23-14,3:04,"36,123",2018,96
11/24/18,San Jose St.,W 31-13,3:30,"26,162",2018,96
12/1/18,@ 23 Boise St.,W 19-16,3:35,"23,662",2018,96
12/15/18,#NAME?,W 31-20,3:22,"37,146",2018,96
8/30/18,Northwestern St.,W 59-7,3:36,"95,855",2018,697
9/8/18,1 Clemson,L 26-28,3:31,"104,794",2018,697
9/15/18,La.-Monroe,W 48-10,3:13,"96,727",2018,697
9/22/18,@ 2 Alabama,L 23-45,3:23,"101,821",2018,697
9/29/18,#NAME?,W 24-17,3:17,"55,383",2018,697
10/6/18,12 Kentucky,W 20-14,3:28,"99,829",2018,697
10/13/18,@ South Carolina,W 26-23,3:23,"76,871",2018,697
10/27/18,@ Mississippi St.,L 13-28,3:15,"57,085",2018,697
11/3/18,@ Auburn,L 24-28,3:26,"85,945",2018,697
11/10/18,Mississippi,W 38-24,3:30,"102,618",2018,697
11/17/18,UAB,W 41-20,3:11,"97,584",2018,697
11/24/18,6 LSU,W 74-72,4:53,"101,501",2018,697
12/31/18,#NAME?,W 52-13,3:30,"38,206",2018,697
9/2/18,+ 6 LSU,L 17-33,3:45,"68,841",2018,415
9/8/18,Savannah St.,W 77-0,3:22,"60,307",2018,415
9/15/18,@ Toledo,W 49-24,3:18,"28,117",2018,415
9/22/18,Florida Int'l,W 31-17,3:21,"59,814",2018,415
9/27/18,North Carolina,W 47-10,3:12,"60,843",2018,415
10/6/18,Florida St.,W 28-27,4:01,"65,490",2018,415
10/13/18,@ Virginia,L 13-16,3:14,"42,393",2018,415
10/26/18,@ Boston College,L 14-27,3:21,"41,892",2018,415
11/3/18,Duke,L 12-20,3:25,"62,754",2018,415
11/10/18,@ Georgia Tech,L 21-27,3:05,"48,217",2018,415
11/17/18,@ Virginia Tech,W 38-14,3:21,"62,379",2018,415
11/24/18,Pittsburgh,W 24-3,3:25,"59,606",2018,415
12/27/18,#NAME?,L 3-35,2:50,"37,821",2018,415
9/1/18,Austin Peay,W 45-0,3:08,"92,746",2018,257
9/8/18,@ South Carolina,W 41-17,3:15,"83,140",2018,257
9/15/18,Middle Tenn. St.,W 49-7,2:59,"92,746",2018,257
9/22/18,@ Missouri,W 43-29,3:38,"58,284",2018,257
9/29/18,Tennessee,W 38-12,3:10,"92,746",2018,257
10/6/18,Vanderbilt,W 41-13,3:34,"92,746",2018,257
10/13/18,@ 6 LSU,L 16-36,3:23,"102,321",2018,257
10/27/18,+ 7 Florida,W 36-17,3:15,"84,463",2018,257
11/3/18,@ 12 Kentucky,W 34-17,3:07,"63,543",2018,257
11/10/18,Auburn,W 27-10,3:10,"92,746",2018,257
11/17/18,Massachusetts,W 66-27,3:04,"92,746",2018,257
11/24/18,Georgia Tech,W 45-21,3:11,"92,746",2018,257
12/1/18,+ 2 Alabama,L 28-35,3:35,"77,141",2018,257
1/1/19,+ 9 Texas,L 21-28,3:28,"71,449",2018,257
9/1/18,#NAME?,L 27-47,3:38,"40,333",2018,700
9/8/18,Lamar,W 77-0,3:39,"52,126",2018,700
9/15/18,Houston,W 63-49,3:45,"53,484",2018,700
9/22/18,@ Oklahoma St.,W 41-17,3:35,"53,166",2018,700
9/29/18,20 West Virginia,L 34-42,3:50,"55,283",2018,700
10/11/18,@ TCU,W 17-14,3:33,"44,387",2018,700
10/20/18,Kansas,W 48-16,3:30,"54,402",2018,700
10/27/18,@ Iowa St.,L 31-40,3:50,"57,908",2018,700
11/3/18,4 Oklahoma,L 46-51,3:56,"60,454",2018,700
11/10/18,9 Texas,L 34-41,3:45,"60,454",2018,700
11/17/18,@ Kansas St.,L 6-21,3:17,"47,287",2018,700
11/24/18,#NAME?,L 24-35,3:31,"27,308",2018,700
8/25/18,@ New Mexico St.,W 29-7,3:30,"20,322",2018,811
9/1/18,10 Washington St.,L 19-41,3:46,"24,131",2018,811
9/8/18,@ Missouri,L 13-40,3:18,"50,820",2018,811
9/15/18,Wofford,W 17-14,3:02,"20,293",2018,811
9/29/18,23 Boise St.,L 14-34,3:30,"22,271",2018,811
10/6/18,@ Hawaii,L 13-17,2:50,"23,907",2018,811
10/13/18,@ 18 Fresno St.,L 3-27,3:04,"28,501",2018,811
10/20/18,22 Utah St.,L 16-24,3:06,"18,378",2018,811
10/26/18,@ Colorado St.,W 34-21,3:46,"32,125",2018,811
11/3/18,San Jose St.,W 24-9,2:46,"13,238",2018,811
11/17/18,Air Force,W 35-27,3:10,"14,966",2018,811
11/24/18,@ New Mexico,W 31-3,2:41,"14,269",2018,811
9/1/18,Grambling,W 49-17,3:12,"28,866",2018,671
9/15/18,@ Mississippi St.,L 10-56,2:57,"56,505",2018,671
9/22/18,Coastal Caro.,L 28-30,2:59,"17,125",2018,671
9/29/18,@ 2 Alabama,L 14-56,2:55,"101,471",2018,671
10/6/18,@ Texas St.,W 42-27,3:04,"17,062",2018,671
10/13/18,New Mexico St.,W 66-38,3:23,"18,131",2018,671
10/20/18,@ Appalachian St.,L 17-27,3:05,"27,082",2018,671
10/27/18,Arkansas St.,W 47-43,3:25,"17,068",2018,671
11/3/18,@ Troy,L 16-26,3:02,"24,631",2018,671
11/10/18,Georgia St.,W 36-22,2:55,"14,945",2018,671
11/17/18,South Ala.,W 48-38,3:20,"15,168",2018,671
11/24/18,@ La.-Monroe,W 31-28,3:14,"18,167",2018,671
12/1/18,@ Appalachian St.,L 19-30,3:05,"14,963",2018,671
12/15/18,#NAME?,L 24-41,3:18,"19,066",2018,671
9/1/18,@ 12 Kentucky,L 20-35,3:25,"49,138",2018,129
9/8/18,Kansas,L 7-31,3:13,"18,127",2018,129
9/15/18,@ Northern Ill.,L 16-24,3:02,"12,354",2018,129
9/22/18,Maine,W 17-5,3:18,"16,474",2018,129
9/29/18,@ Michigan St.,L 20-31,3:07,"73,752",2018,129
10/6/18,Buffalo,L 24-34,3:13,"14,044",2018,129
10/13/18,Ball St.,L 23-24,3:25,"10,255",2018,129
10/20/18,Western Mich.,L 10-35,3:46,"10,097",2018,129
10/27/18,@ Akron,L 10-17,3:18,"17,582",2018,129
11/3/18,@ Eastern Mich.,L 7-17,3:04,"13,468",2018,129
11/10/18,Bowling Green,L 13-24,2:56,"8,041",2018,129
11/23/18,@ Toledo,L 13-51,3:36,"15,521",2018,129
8/31/18,22 Utah St.,W 38-31,3:28,"73,114",2018,416
9/8/18,@ Arizona St.,L 13-16,3:28,"53,599",2018,416
9/22/18,@ Indiana,W 35-21,3:25,"45,445",2018,416
9/29/18,Central Mich.,W 31-20,3:07,"73,752",2018,416
10/6/18,21 Northwestern,L 19-29,3:24,"72,850",2018,416
10/13/18,@ 17 Penn St.,W 21-17,3:40,"106,685",2018,416
10/20/18,14 Michigan,L 7-21,3:35,"76,131",2018,416
10/27/18,Purdue,W 23-13,3:33,"72,657",2018,416
11/3/18,@ Maryland,W 24-3,3:00,"31,735",2018,416
11/10/18,3 Ohio St.,L 6-26,3:32,"74,633",2018,416
11/17/18,@ Nebraska,L 6-9,3:18,"88,793",2018,416
11/24/18,Rutgers,W 14-10,3:25,"64,951",2018,416
12/31/18,#NAME?,L 6-7,3:18,"30,212",2018,416
9/1/18,@ Rutgers,L 7-35,3:18,"40,124",2018,670
9/8/18,Texas Southern,W 36-20,4:10,"15,440",2018,670
9/15/18,@ South Ala.,L 31-41,4:06,"16,051",2018,670
9/22/18,@ UTSA,L 21-25,3:26,"29,205",2018,670
10/6/18,La.-Lafayette,L 27-42,3:04,"17,062",2018,670
10/11/18,Ga. Southern,L 13-15,3:16,"9,545",2018,670
10/20/18,@ La.-Monroe,L 14-20,2:57,"13,235",2018,670
10/27/18,New Mexico St.,W 27-20,3:10,"15,045",2018,670
11/3/18,@ Georgia St.,W 40-31,3:00,"11,312",2018,670
11/10/18,Appalachian St.,L 7-38,2:43,"11,482",2018,670
11/17/18,@ Troy,L 7-12,2:53,"20,437",2018,670
11/24/18,Arkansas St.,L 7-33,3:01,"10,115",2018,670
9/1/18,Abilene Christian,W 55-27,3:59,"45,330",2018,51
9/8/18,@ UTSA,W 37-20,3:12,"42,071",2018,51
9/15/18,Duke,L 27-40,3:31,"40,442",2018,51
9/22/18,Kansas,W 26-7,3:17,"36,725",2018,51
9/29/18,@ 4 Oklahoma,L 33-66,3:47,"86,642",2018,51
10/6/18,Kansas St.,W 37-34,3:37,"36,888",2018,51
10/13/18,@ 9 Texas,L 17-23,3:32,"93,882",2018,51
10/25/18,@ 20 West Virginia,L 14-58,3:16,"53,117",2018,51
11/3/18,Oklahoma St.,W 35-31,3:32,"43,492",2018,51
11/10/18,@ Iowa St.,L 14-28,3:31,"53,860",2018,51
11/17/18,TCU,L 9-16,3:32,"45,140",2018,51
11/24/18,#NAME?,W 35-24,3:31,"27,308",2018,51
12/27/18,#NAME?,W 45-38,3:47,"51,104",2018,51
8/31/18,San Diego St.,W 31-10,3:12,"40,913",2018,674
9/8/18,Southern California,W 17-3,3:13,"42,856",2018,674
9/15/18,UC Davis,W 30-10,3:27,"31,772",2018,674
9/22/18,@ Oregon,W 38-31,3:24,"58,453",2018,674
9/29/18,@ 5 Notre Dame,L 17-38,3:21,"77,622",2018,674
10/6/18,Utah,L 21-40,2:54,"37,244",2018,674
10/18/18,@ Arizona St.,W 20-13,3:20,"42,946",2018,674
10/27/18,10 Washington St.,L 38-41,3:17,"39,596",2018,674
11/3/18,@ 13 Washington,L 23-27,3:17,"69,690",2018,674
11/10/18,Oregon St.,W 48-17,3:18,"34,671",2018,674
11/24/18,@ UCLA,W 49-42,3:59,"38,391",2018,674
12/1/18,@ California,W 23-13,3:06,"57,857",2018,674
12/31/18,#NAME?,W 14-13,3:22,"40,680",2018,674
8/25/18,@ Colorado St.,W 43-34,3:13,"31,007",2018,277
9/1/18,Navy,W 59-41,3:20,"29,702",2018,277
9/8/18,Rice,W 43-29,3:13,"23,112",2018,277
9/15/18,@ 19 Army,L 21-28,3:16,"31,133",2018,277
9/22/18,Duquesne,W 42-21,3:17,"26,175",2018,277
9/29/18,@ San Jose St.,W 44-41,4:04,"16,363",2018,277
10/6/18,Wyoming,W 17-13,2:50,"23,907",2018,277
10/13/18,@ Brigham Young,L 23-49,3:27,"52,354",2018,277
10/20/18,Nevada,L 22-40,3:14,"24,475",2018,277
10/27/18,@ 18 Fresno St.,L 20-50,3:46,"33,659",2018,277
11/3/18,22 Utah St.,L 17-56,3:15,"21,476",2018,277
11/17/18,UNLV,W 35-28,3:17,"25,697",2018,277
11/24/18,@ San Diego St.,W 31-30,3:26,"28,014",2018,277
12/22/18,#NAME?,L 14-31,3:39,"30,911",2018,277
9/1/18,Bowling Green,W 58-24,3:24,"50,112",2018,529
9/8/18,Portland St.,W 62-14,3:05,"47,210",2018,529
9/15/18,San Jose St.,W 35-22,3:20,"50,049",2018,529
9/22/18,Stanford,L 31-38,3:24,"58,453",2018,529
9/29/18,@ California,W 42-24,3:13,"43,448",2018,529
10/13/18,13 Washington,W 30-27,3:43,"58,691",2018,529
10/20/18,@ 10 Washington St.,L 20-34,3:29,"33,152",2018,529
10/27/18,@ Arizona,L 15-44,3:31,"42,845",2018,529
11/3/18,UCLA,W 42-21,3:35,"56,114",2018,529
11/10/18,@ Utah,L 25-32,3:20,"46,275",2018,529
11/17/18,Arizona St.,W 31-29,3:33,"50,485",2018,529
11/23/18,@ Oregon St.,W 55-15,3:23,"39,776",2018,529
12/31/18,#NAME?,W 7-6,3:18,"30,212",2018,529
9/1/18,+ 2 Alabama,L 14-51,3:35,"57,280",2018,367
9/8/18,Indiana St.,W 31-7,5:35,"44,520",2018,367
9/15/18,Western Ky.,W 20-17,3:36,"54,923",2018,367
9/22/18,@ Virginia,L 3-27,2:45,"34,446",2018,367
9/29/18,Florida St.,L 24-28,3:27,"52,798",2018,367
10/5/18,Georgia Tech,L 31-66,3:14,"51,658",2018,367
10/13/18,@ Boston College,L 20-38,3:12,"31,478",2018,367
10/27/18,Wake Forest,L 35-56,3:08,"49,603",2018,367
11/3/18,@ 1 Clemson,L 16-77,3:20,"78,741",2018,367
11/9/18,@ 15 Syracuse,L 23-54,3:37,"42,797",2018,367
11/17/18,North Carolina St.,L 10-52,3:16,"48,265",2018,367
11/24/18,12 Kentucky,L 10-56,3:13,"49,988",2018,367
9/1/18,Alcorn St.,W 41-0,2:54,"39,719",2018,255
9/8/18,@ South Fla.,L 38-49,3:24,"34,182",2018,255
9/15/18,@ Pittsburgh,L 19-24,3:03,"34,284",2018,255
9/22/18,1 Clemson,L 21-49,3:11,"50,595",2018,255
9/29/18,Bowling Green,W 63-17,3:03,"40,740",2018,255
10/5/18,@ Louisville,W 66-31,3:14,"51,658",2018,255
10/13/18,Duke,L 14-28,3:09,"41,709",2018,255
10/25/18,@ Virginia Tech,W 49-28,3:06,"65,632",2018,255
11/3/18,@ North Carolina,W 38-28,3:10,"40,782",2018,255
11/10/18,Miami (Fla.),W 27-21,3:05,"48,217",2018,255
11/17/18,Virginia,W 30-27,3:06,"37,543",2018,255
11/24/18,@ 7 Georgia,L 21-45,3:11,"92,746",2018,255
12/26/18,#NAME?,L 10-34,2:59,"27,228",2018,255
9/1/18,@ 4 Oklahoma,L 14-63,3:16,"86,402",2018,229
9/8/18,Air Force,W 33-27,2:59,"24,101",2018,229
9/15/18,Bethune-Cookman,W 49-28,3:15,"19,017",2018,229
9/21/18,@ 11 UCF,L 36-56,3:28,"44,257",2018,229
9/29/18,@ Middle Tenn. St.,L 24-25,3:17,"17,299",2018,229
10/6/18,Old Dominion,W 52-33,3:26,"18,204",2018,229
10/20/18,@ Marshall,L 7-31,3:09,"23,825",2018,229
10/26/18,Louisiana Tech,L 13-21,3:27,"14,948",2018,229
